,name,cid
2280,RefChem:166163,945
2281,HNO,945
2282,Nitronous oxide,945
2283,OXOAMINE,945
2284,Stickmonoxyd [German],945
2285,HYDROGEN NITROXIDE,945
2286,Oxyde nitrique [French],945
2287,UNII-GFQ4MMS07W,945
2288,Bioxyde d'azote [French],945
2289,RCRA waste no. P076,945
2290,1-AZA-2-OXAETHENE,945
2291,iminoether,945
2292,ketoamine,945
2293,mononitroxyl,945
2294,imino ether,945
2295,imino-ether,945
2296,ODUCDPQEXGNKDN-UHFFFAOYSA-N,945
2297,DTXSID901361717,945
2298,"6,9-imino ether",945
2299,Nitric-15N oxide,945
2300,EINECS 233-271-0,945
2301,Nitric oxide 10% by volume or more,945
2302,UN1660,945
2303,nitric oxide (radical),945
2304,"Nitric oxide, compressed",945
2305,UNII-31C4KY9ESH,945
2306,"NITROSYL, OF ANGELI",945
2307,Nitrosyl hydride ((NO)H),945
2308,SCHEMBL2771,945
2309,SCHEMBL7560,945
2310,HYDROGEN NITRIDE OXIDE,945
2311,CHEMBL1234765,945
2312,c1579,945
2313,HYDROGEN NITRIDE OXIDE (HNO),945
2314,NS00076174,945
2315,C20937,945
2316,Q207843,945
2317,"Nitric oxide, compressed [UN1660]  [Poison gas]",945
2318,Q2919470,945
2319,"1-Amino-1,3-cyclobutanedicarboxylic acid",1214
2320,RefChem:429412,1214
2321,73550-55-7,1214
2322,117488-23-0,1214
2323,"1-aminocyclobutane-1,3-dicarboxylic acid",1214
2324,cis-ABCD,1214
2325,CIS-ACBD,1214
2326,Trans-acbd,1214
2327,trans-ABCD,1214
2328,"CIS-1-AMINOCYCLOBUTANE-1,3-DICARBOXYLIC ACID",1214
2329,"(1s,3s)-1-Aminocyclobutane-1,3-dicarboxylic acid",1214
2330,164225-42-7,1214
2331,"2,4-Methanoglutamate",1214
2332,"Trans-1-aminocyclobutane-1,3-dicarboxylic acid",1214
2333,"2,4-methanoglutamic acid",1214
2334,"cis-2,4-methanoglutamate",1214
2335,"(1R,3R)-1-AMINOCYCLOBUTANE-1,3-DICARBOXYLIC ACID",1214
2336,"1,3-Cyclobutanedicarboxylic acid, 1-amino-, cis-",1214
2337,"1,3-Cyclobutanedicarboxylicacid,1-amino-(9CI)",1214
2338,"cis-1-Amino-1,3-cyclobutanedicarboxylic acid",1214
2339,JEG,1214
2340,"cis-1-Aminocyclobutane-1,3-dicarboxylic acid hydrate",1214
2341,MFCD00153764,1214
2342,NSC621814,1214
2343,"trans-1-Aminocyclobutane-1,3-dicarboxylic acid hydrate",1214
2344,2-Methanoglutamic acid,1214
2345,Tocris-0271,1214
2346,"1,3-Cyclobutanedicarboxylic acid, 1-amino-, cis-, hydrate",1214
2347,Biomol-NT_000172,1214
2348,"1-aminocyclobutane-trans-1,3-dicarboxylic acid",1214
2349,BPBio1_001136,1214
2350,orb1304172,1214
2351,orb1304173,1214
2352,SCHEMBL1063416,1214
2353,SCHEMBL1064244,1214
2354,SCHEMBL1263461,1214
2355,CHEMBL1316912,1214
2356,CHEMBL1437288,1214
2357,CHEMBL1555263,1214
2358,DTXSID60922431,1214
2359,"1,3-Cyclobutanedicarboxylic acid, 1-amino-, trans-, hydrate",1214
2360,DTXSID601312880,1214
2361,GLXC-10047,1214
2362,HMS3266E13,1214
2363,EBC-06167,1214
2364,EBC-08134,1214
2365,EBC-08388,1214
2366,EX-A15176,1214
2367,AKOS006230090,1214
2368,AKOS006239508,1214
2369,AKOS006239813,1214
2370,AB86481,1214
2371,AB86519,1214
2372,AT51262,1214
2373,HY-100616A,1214
2374,MM44494,1214
2375,NSC-621814,1214
2376,NCGC00024521-01,1214
2377,NCGC00024521-02,1214
2378,NCGC00024521-03,1214
2379,NCGC00024521-04,1214
2380,NCGC00092272-01,1214
2381,NCGC00163685-01,1214
2382,DA-51932,1214
2383,TS-08800,1214
2384,TS-08802,1214
2385,DB-041374,1214
2386,DB-126828,1214
2387,HY-100616,1214
2388,CS-0019789,1214
2389,EN300-63952,1214
2390,EN300-144924,1214
2391,EN300-296162,1214
2392,H50328,1214
2393,SR-01000597724,1214
2394,"Cis-1-amino-cyclobutane-1,4-Methanoglutamic acid)",1214
2395,"CIS-1-AMINOCYCLOBUTANE-1,3-DICARBOXYLICACID",1214
2396,SR-01000597724-1,1214
2397,"1-AMINOCYCLOBUTANE-CIS -1,3-DICARBOXYLIC ACID",1214
2398,Q27461686,1214
2399,Z1270392248,1214
2400,amantadine,2130
2401,1-Adamantanamine,2130
2402,768-94-5,2130
2403,adamantan-1-amine,2130
2404,1-Adamantylamine,2130
2405,1-Aminoadamantane,2130
2406,Adamantanamine,2130
2407,Adamantylamine,2130
2408,Amantidine,2130
2409,Aminoadamantane,2130
2410,Adamantamine,2130
2411,Pk-merz,2130
2412,Amantadina,2130
2413,Amantadinum,2130
2414,Gocovri,2130
2415,Viregyt,2130
2416,NSC-341865,2130
2417,Tricyclo(3.3.1.1(sup 3.7))decan-1-amine,2130
2418,Virosol,2130
2419,BF4C9Z1J53,2130
2420,"Tricyclo(3.3.1.13,7)decan-1-amine",2130
2421,DTXSID8022117,2130
2422,"Tricyclo[3.3.1.1(3,7)]decan-1-amine",2130
2423,"Tricyclo[3.3.1.13,7]decan-1-amine",2130
2424,CHEBI:2618,2130
2425,DTXCID502117,2130
2426,1 Aminoadamantane,2130
2427,Endantadine,2130
2428,"tricyclo[3.3.1.1(3,7)]decan-1-ylamine",2130
2429,"tricyclo[3.3.1.1(3,7)]decane-1-amine",2130
2430,"tricyclo(3.3.1.1(3,7))decan-1-amine",2130
2431,"tricyclo(3.3.1.1(3,7))decane-1-amine",2130
2432,"tricyclo(3.3.1.1(3,7))decan-1-ylamine",2130
2433,GenAmantadine,2130
2434,InfectoFlu,2130
2435,Gen Amantadine,2130
2436,PMSAmantadine,2130
2437,Infecto Flu,2130
2438,AmantaSulfateAZU,2130
2439,PMS Amantadine,2130
2440,Amantadin AZU,2130
2441,AmantaHCIAZU,2130
2442,"Stada, Amantadin",2130
2443,"AL, Amantadin",2130
2444,Amantadinratiopharm,2130
2445,"AZU, Amantadin",2130
2446,Amantadinneuraxpharm,2130
2447,Amantadin ratiopharm,2130
2448,Amanta HCI AZU,2130
2449,"Sulfate, Amantadine",2130
2450,Amanta Sulfate AZU,2130
2451,Amantadin neuraxpharm,2130
2452,"Juventus, Amantadina",2130
2453,"Llorente, Amantadina",2130
2454,RefChem:5540,2130
2455,212-201-2,2130
2456,1-Adamantamine,2130
2457,Symadine,2130
2458,MFCD00074732,2130
2459,adamantan-1-ylamine,2130
2460,TCMDC-125869,2130
2461,1-adamantaneamine,2130
2462,"1-Aminotricyclo(3.3.1.1(sup 3,7))decane",2130
2463,Amantadine (INN),2130
2464,NSC 341865,2130
2465,"tricyclo[3.3.1.1~3,7~]decan-1-amine",2130
2466,CHEMBL660,2130
2467,adamantanylamine,2130
2468,NSC341865,2130
2469,"(3s,5s,7s)-Tricyclo[3.3.1.1~3,7~]decan-1-Amine",2130
2470,768-94-5 (FREE BASE),2130
2471,NCGC00015036-03,2130
2472,"Tricyclo[3.3.1.13,7]decane-1-amine",2130
2473,AMANTADINE [INN],2130
2474,Amantadine Base,2130
2475,Amantadine [INN:BAN],2130
2476,Amantadinum [INN-Latin],2130
2477,Amantadina [INN-Spanish],2130
2478,Amant,2130
2479,CAS-768-94-5,2130
2480,HSDB 3202,2130
2481,"Tricyclo(3.3.1.1(3,7))-decan-1-amine",2130
2482,EINECS 212-201-2,2130
2483,"ADAMANTANE,1-AMINO",2130
2484,adamantaneamine,2130
2485,BRN 2204333,2130
2486,UNII-BF4C9Z1J53,2130
2487,adamantyl amine,2130
2488,AmantadineHCl,2130
2489,1-admantaneamine,2130
2490,1-Amantadine,2130
2491,"Tricyclo(3.3.1.1(sup 3,7))decan-1-amine",2130
2492,1-adamantanylamine,2130
2493,1-adamantyl amine,2130
2494,Adamant-1-ylamine,2130
2495,1-amino-adamantane,2130
2496,adamantane-1-amine,2130
2497,Mantadine (Salt/Mix),2130
2498,Symmetrel (Salt/Mix),2130
2499,Spectrum_000030,2130
2500,AMANTADINE [MI],2130
2501,"Tricyclo[3.3.1.1^3,7]decan-1-amine",2130
2502,Prestwick0_000407,2130
2503,Prestwick1_000407,2130
2504,Prestwick2_000407,2130
2505,Prestwick3_000407,2130
2506,Spectrum2_000081,2130
2507,Spectrum3_000291,2130
2508,Spectrum4_000134,2130
2509,Spectrum5_000772,2130
2510,"1-Adamantylamine, 97%",2130
2511,AMANTADINE [HSDB],2130
2512,Lopac-A-1260,2130
2513,"Tricyclo[3.3.1.1(sup3,7)]decan-1-amine",2130
2514,AMANTADINE [VANDF],2130
2515,EC 212-201-2,2130
2516,AMANTADINE [MART.],2130
2517,SCHEMBL4098,2130
2518,AMANTADINE [WHO-DD],2130
2519,NCIOpen2_001059,2130
2520,Lopac0_000004,2130
2521,Oprea1_248648,2130
2522,BSPBio_000334,2130
2523,BSPBio_001570,2130
2524,BSPBio_001822,2130
2525,KBioGR_000548,2130
2526,KBioSS_000390,2130
2527,BIDD:GT0757,2130
2528,DivK1c_000815,2130
2529,SCHEMBL480287,2130
2530,Exp-105-1 (Salt/Mix),2130
2531,SPBio_000002,2130
2532,SPBio_002273,2130
2533,BPBio1_000368,2130
2534,GTPL4128,2130
2535,orb1300103,2130
2536,SCHEMBL1525345,2130
2537,SCHEMBL3512411,2130
2538,SCHEMBL5999255,2130
2539,SCHEMBL8649324,2130
2540,SCHEMBL15672299,2130
2541,SCHEMBL18007744,2130
2542,SCHEMBL20409394,2130
2543,SCHEMBL21309814,2130
2544,SCHEMBL21310017,2130
2545,KBio1_000815,2130
2546,KBio2_000390,2130
2547,KBio2_002958,2130
2548,KBio2_005526,2130
2549,KBio3_001322,2130
2550,"(3s,5s,7s)-adamantan-1-amine",2130
2551,NINDS_000815,2130
2552,HMS1791O12,2130
2553,HMS1989O12,2130
2554,HMS3604O07,2130
2555,HMS3887I19,2130
2556,HMS5087L14,2130
2557,ALBB-013871,2130
2558,HY-B0402,2130
2559,MSK10021,2130
2560,STR04703,2130
2561,Tox21_110068,2130
2562,BDBM50033369,2130
2563,EBC-26100,2130
2564,s5499,2130
2565,SBB071506,2130
2566,STK298781,2130
2567,AKOS000113994,2130
2568,AKOS000119324,2130
2569,AKOS007930692,2130
2570,AKOS015935124,2130
2571,Tox21_110068_1,2130
2572,CCG-204100,2130
2573,CS-W008656,2130
2574,DB00915,2130
2575,FA07678,2130
2576,SDCCGSBI-0049993.P005,2130
2577,IDI1_000815,2130
2578,NCGC00015036-01,2130
2579,NCGC00015036-02,2130
2580,NCGC00015036-04,2130
2581,NCGC00015036-05,2130
2582,NCGC00015036-06,2130
2583,NCGC00015036-07,2130
2584,NCGC00015036-08,2130
2585,NCGC00015036-09,2130
2586,NCGC00015036-11,2130
2587,NCGC00015036-13,2130
2588,NCGC00015036-24,2130
2589,NCGC00162039-01,2130
2590,NCGC00162039-02,2130
2591,NCGC00162039-03,2130
2592,NCGC00162039-04,2130
2593,NCGC00179597-01,2130
2594,AC-25879,2130
2595,AS-14215,2130
2596,BP-13040,2130
2597,ST097860,2130
2598,SY017655,2130
2599,1-Adamantanamine (purified by sublimation),2130
2600,SBI-0049993.P004,2130
2601,WLN: L66 B6 A B- C 1B ITJ BZ,2130
2602,A2318,2130
2603,AB00514655,2130
2604,NS00007702,2130
2605,EN300-33893,2130
2606,"tricyclo[3.3.1.1[3,7]]decane, 1-amino-",2130
2607,C06818,2130
2608,D07441,2130
2609,AB00053414-14,2130
2610,AB00053414-16,2130
2611,AB00053414_17,2130
2612,AB00053414_18,2130
2613,AB01275427-01,2130
2614,768A945,2130
2615,AE-641/01634060,2130
2616,F209082,2130
2617,L000868,2130
2618,Q409761,2130
2619,BRD-K70330367-003-01-2,2130
2620,BRD-K70330367-003-03-8,2130
2621,BRD-K70330367-003-07-9,2130
2622,BRD-K70330367-003-08-7,2130
2623,Q27453436,2130
2624,F0001-1962,2130
2625,"InChI=1/C10H17N/c11-10-4-7-1-8(5-10)3-9(2-7)6-10/h7-9H,1-6,11H",2130
2626,CHEMBL1161476,2219
2627,1-o-phosphonopentitol,2219
2628,"2,3,4,5-tetrahydroxypentyl dihydrogen phosphate",2219
2629,SCHEMBL2767073,2219
2630,DTXSID90867104,2219
2631,BDBM50405130,2219
2632,(3-methyloxiran-2-yl)phosphonate,3421
2633,STK397062,3421
2634,AKOS005433995,3421
2635,AKOS015964843,3421
2636,CCG-205040,3421
2637,NCGC00162296-01,3421
2638,NCGC00162296-02,3421
2639,NCGC00162296-03,3421
2640,NCGC00162296-07,3421
2641,PD161322,3421
2642,SBI-0050933.P003,3421
2643,AB00053624_02,3421
2644,gabapentin,3446
2645,60142-96-3,3446
2646,Neurontin,3446
2647,Gabapentine,3446
2648,1-(Aminomethyl)cyclohexaneacetic acid,3446
2649,2-[1-(aminomethyl)cyclohexyl]acetic acid,3446
2650,Aclonium,3446
2651,Gabapetin,3446
2652,Gabapentinum,3446
2653,gabapentina,3446
2654,Gabapentino,3446
2655,Fanatrex,3446
2656,Gralise,3446
2657,"Cyclohexaneacetic acid, 1-(aminomethyl)-",3446
2658,2-(1-(aminomethyl)cyclohexyl)acetic acid,3446
2659,Goe-3450,3446
2660,CI-945,3446
2661,Go 3450,3446
2662,Gabarone,3446
2663,DM-1796,3446
2664,GOE 2450,3446
2665,GOE 3450,3446
2666,CI 945,3446
2667,NSC-742194,3446
2668,BRN 2359739,3446
2669,6CW7F3G59X,3446
2670,DTXSID0020074,3446
2671,NSC-759254,3446
2672,DTXCID5074,3446
2673,CHEBI:42797,3446
2674,NovoGabapentin,3446
2675,ApoGabapentin,3446
2676,Apo Gabapentin,3446
2677,Novo Gabapentin,3446
2678,Gabapentin Ratiopharm,3446
2679,RefChem:5849,3446
2680,Gaba 300-EZS,3446
2681,262-076-3,3446
2682,Serada,3446
2683,(1-Aminomethyl-cyclohexyl)-acetic acid,3446
2684,[1-(AMINOMETHYL)CYCLOHEXYL]ACETIC ACID,3446
2685,1-(Aminomethyl)-cyclohexaneacetic acid,3446
2686,DM-5689,3446
2687,MFCD00865286,3446
2688,CHEMBL940,3446
2689,GABAPENTIN; NEURONTIN,3446
2690,1126623-20-8,3446
2691,Gabapen,3446
2692,Gabapentino [Spanish],3446
2693,Gabapentine [INN-French],3446
2694,Gabapentinum [INN-Latin],3446
2695,NCGC00015466-08,3446
2696,Gabapentino [INN-Spanish],3446
2697,Vultin,3446
2698,CAS-60142-96-3,3446
2699,Gabapentin GR,3446
2700,GBN,3446
2701,gabapentinium,3446
2702,gabapentin (Neurontin),3446
2703,Neuontin,3446
2704,Sefelsa,3446
2705,Gabapentin (1.0 mg/mL in Methanol),3446
2706,Therapentin-90,3446
2707,Neurontin (TN),3446
2708,CCRIS 7210,3446
2709,HSDB 7364,3446
2710,SR-01000000019,3446
2711,EINECS 262-076-3,3446
2712,UNII-6CW7F3G59X,3446
2713,Neurentin,3446
2714,Gabapentin?,3446
2715,Aclonium;,3446
2716,Gabapentin-ER,3446
2717,Novo-Gabapentine,3446
2718,Gabapentin CRS,3446
2719,"Gabapentin, solid",3446
2720,Gabapentin [USAN:USP:INN:BAN],3446
2721,DDS-2003,3446
2722,Prestwick_151,3446
2723,Gralise (TN),3446
2724,Gabapentin free base,3446
2725,Gabapentin (NIST),3446
2726,CARBATIN,3446
2727,Gabapentin (Standard),3446
2728,Tocris-0806,3446
2729,GABAPENTIN [MI],3446
2730,Lopac-G-154,3446
2731,GABAPENTIN [INN],3446
2732,GABAPENTIN [JAN],3446
2733,Prestwick0_000861,3446
2734,Prestwick1_000861,3446
2735,Prestwick2_000861,3446
2736,Prestwick3_000861,3446
2737,GABAPENTIN [HSDB],3446
2738,GABAPENTIN [USAN],3446
2739,G-154,3446
2740,GABAPENTIN [VANDF],3446
2741,"Gabapentin-d10, 1mg/mL",3446
2742,GABAPENTIN [MART.],3446
2743,SCHEMBL8343,3446
2744,GABAPENTIN [USP-RS],3446
2745,GABAPENTIN [WHO-DD],3446
2746,Lopac0_000582,3446
2747,BSPBio_000901,3446
2748,Gabapentin (JAN/USP/INN),3446
2749,MLS000069358,3446
2750,BIDD:GT0656,3446
2751,SPBio_002822,3446
2752,BPBio1_000993,3446
2753,GTPL5483,3446
2754,orb1310370,3446
2755,"Gabapentin, 1mg/ml in Methanol",3446
2756,GABAPENTIN [EP IMPURITY],3446
2757,GABAPENTIN [ORANGE BOOK],3446
2758,HY-A0057R,3446
2759,GABAPENTIN [EP MONOGRAPH],3446
2760,GABAPENTIN [USP MONOGRAPH],3446
2761,HMS1570N03,3446
2762,HMS2089J03,3446
2763,HMS2097N03,3446
2764,HMS2236O03,3446
2765,HMS3261F06,3446
2766,HMS3650A20,3446
2767,HMS3714N03,3446
2768,1-aminomethyl cyclohexaneacetic acid,3446
2769,1-aminomethylcyclohexane acetic acid,3446
2770,BB_SC-01512,3446
2771,HY-A0057,3446
2772,MSK10209,3446
2773,1-(aminomethyl)cyclohexanacetic acid,3446
2774,Tox21_110157,3446
2775,Tox21_500582,3446
2776,BBL010794,3446
2777,BDBM50080153,3446
2778,EBC-03348,3446
2779,NSC742194,3446
2780,s2133,3446
2781,SBB066157,3446
2782,STK598009,3446
2783,1-(aminomethyl)cyclohexyl-acetic Acid,3446
2784,AKOS000280865,3446
2785,Tox21_110157_1,3446
2786,1-Aminomethyl-1cyclohexane-acetic acid,3446
2787,2-[(aminomethyl)cyclohexyl]acetic acid,3446
2788,AB07485,3446
2789,AC-1485,3446
2790,CCG-204671,3446
2791,CS-1545,3446
2792,DB00996,3446
2793,FG23631,3446
2794,KS-1064,3446
2795,LP00582,3446
2796,NSC 742194,3446
2797,NSC 759254,3446
2798,SDCCGSBI-0050564.P002,3446
2799,1-aminomethyl-1-cyclohexane-acetic acid,3446
2800,NCGC00015466-01,3446
2801,NCGC00015466-02,3446
2802,NCGC00015466-03,3446
2803,NCGC00015466-04,3446
2804,NCGC00015466-05,3446
2805,NCGC00015466-06,3446
2806,NCGC00015466-07,3446
2807,NCGC00015466-09,3446
2808,NCGC00015466-11,3446
2809,NCGC00015466-27,3446
2810,NCGC00016891-01,3446
2811,NCGC00021545-02,3446
2812,NCGC00021545-04,3446
2813,NCGC00021545-05,3446
2814,NCGC00261267-01,3446
2815,SMR000058311,3446
2816,MSK10209D10-1000,3446
2817,SBI-0206904.P001,3446
2818,AE1 - Newer Anti-epileptic drug mixtures 1,3446
2819,EU-0100582,3446
2820,G0318,3446
2821,NS00000335,3446
2822,10B - Known Drug Blood Quantification Sample,3446
2823,EN300-52516,3446
2824,42G963,3446
2825,C07018,3446
2826,D00332,3446
2827,"1-(Aminomethyl)cyclohexaneacetic acid, neurontin",3446
2828,F040287,3446
2829,Gabapentin 100 microg/mL in Acetonitrile:Methanol,3446
2830,L000733,3446
2831,Q410352,3446
2832,SR-01000000019-2,3446
2833,SR-01000000019-6,3446
2834,BRD-K62737565-001-09-5,3446
2835,BRD-K62737565-001-10-3,3446
2836,BRD-K62737565-003-02-6,3446
2837,SR-01000000019-11,3446
2838,Z336079954,3446
2839,"Gabapentin, European Pharmacopoeia (EP) Reference Standard",3446
2840,"Gabapentin, United States Pharmacopeia (USP) Reference Standard",3446
2841,"Gabapentin, Pharmaceutical Secondary Standard; Certified Reference Material",3446
2842,Indole-3-carbinol,3712
2843,700-06-1,3712
2844,INDOLE-3-METHANOL,3712
2845,3-Hydroxymethylindole,3712
2846,1H-Indole-3-methanol,3712
2847,1H-indol-3-ylmethanol,3712
2848,3-Indolylcarbinol,3712
2849,Indole 3-carbinol,3712
2850,DTXSID7031458,3712
2851,NSC-525801,3712
2852,C11E72455F,3712
2853,DTXCID5011458,3712
2854,CHEBI:24814,3712
2855,I3C cpd,3712
2856,RefChem:148195,3712
2857,211-836-2,3712
2858,3-Indolemethanol,3712
2859,(1H-Indol-3-yl)methanol,3712
2860,Indinol,3712
2861,MFCD00005632,3712
2862,I3C,3712
2863,(1H-Indol-3-yl)-methanol,3712
2864,3-Indolylmethanol,3712
2865,3-(Hydroxymethyl)indole,3712
2866,1~{H}-indol-3-ylmethanol,3712
2867,NCGC00090701-06,3712
2868,indol-3-ylmethan-1-ol,3712
2869,I0496,3712
2870,Indole 3 carbinol,3712
2871,SMR000385784,3712
2872,CCRIS 3261,3712
2873,EINECS 211-836-2,3712
2874,1H-Indol-3-Yl-Methanol,3712
2875,NSC 525801,3712
2876,BRN 0121323,3712
2877,AI3-60090,3712
2878,3-Indolecarbinol,3712
2879,UNII-C11E72455F,3712
2880,Prevention 4 (indole-3-carbinol),3712
2881,I3C;3-Indolemethanol,3712
2882,"methanol, indol-3-yl-",3712
2883,Spectrum2_001710,3712
2884,Spectrum3_001973,3712
2885,3-(Hydroxymethyl)-indole,3712
2886,(1H-Indol-3-yl)-methano,3712
2887,BSPBio_003573,3712
2888,MLS001333161,3712
2889,MLS001333162,3712
2890,SCHEMBL195520,3712
2891,SPECTRUM1505320,3712
2892,SPBio_001700,3712
2893,CHEMBL155625,3712
2894,orb1304812,3712
2895,SCHEMBL1450915,3712
2896,SCHEMBL3483410,3712
2897,SCHEMBL4736533,3712
2898,SCHEMBL5327645,3712
2899,SCHEMBL6524121,3712
2900,SCHEMBL19180195,3712
2901,SCHEMBL29350358,3712
2902,GTPL10047,3712
2903,KBio3_002949,3712
2904,HMS1789O22,3712
2905,HMS2235E10,3712
2906,HMS3369B02,3712
2907,HMS3651I18,3712
2908,HMS3749E07,3712
2909,INDOLE-3-CARBINOL [VANDF],3712
2910,HY-N0170,3712
2911,INDOLE-3-CARBINOL [WHO-DD],3712
2912,Tox21_400055,3712
2913,CCG-38786,3712
2914,EBC-13332,3712
2915,HSCI1_000097,3712
2916,NSC525801,3712
2917,s2313,3712
2918,SBB004095,3712
2919,AKOS001075120,3712
2920,AC-7583,3712
2921,CS-7780,3712
2922,DB12881,3712
2923,FI02853,3712
2924,GS-0916,3712
2925,SB14958,3712
2926,SDCCGMLS-0065970.P001,3712
2927,SDCCGMLS-0065970.P002,3712
2928,SMP2_000172,3712
2929,NCGC00090701-01,3712
2930,NCGC00090701-02,3712
2931,NCGC00090701-03,3712
2932,NCGC00090701-04,3712
2933,NCGC00090701-05,3712
2934,NCGC00090701-07,3712
2935,CAS-700-06-1,3712
2936,SY015976,3712
2937,DB-011567,3712
2938,DB-228661,3712
2939,NS00005466,3712
2940,ST50308202,3712
2941,SW219849-1,3712
2942,EN300-18594,3712
2943,00I061,3712
2944,I-2100,3712
2945,A836732,3712
2946,F045221,3712
2947,SR-01000838318,3712
2948,Q1770257,3712
2949,SR-01000838318-3,3712
2950,BRD-K01815685-001-02-3,3712
2951,BRD-K01815685-001-07-2,3712
2952,BRD-K01815685-001-15-5,3712
2953,Z85923165,3712
2954,FXK,3712
2955,7619-17-2,4087
2956,RefChem:1076405,4087
2957,alpha-(1-Aminoethyl)-3-hydroxybenzenemethanol,4087
2958,3-(2-Amino-1-hydroxypropyl)phenol,4087
2959,m-Hydroxynorephedrine,4087
2960,Pressonex,4087
2961,(+)-Metaraminol,4087
2962,meta-Hydroxynorephedrine,4087
2963,"(1r,2r)-1-(m-hydroxyphenyl)-2-amino-1-propanol",4087
2964,Metaraminol Impurity 14,4087
2965,CHEMBL29829,4087
2966,SCHEMBL3148045,4087
2967,SCHEMBL31144506,4087
2968,DTXSID50858992,4087
2969,WXFIGDLSSYIKKV-UHFFFAOYSA-N,4087
2970,AAA06159,4087
2971,WAA48043,4087
2972,3-(2-amino-1-hydroxy-propyl)phenol,4087
2973,AKOS009208228,4087
2974,"3-(2-Amino-1-hydroxypropyl)phenol-, (-)- #",4087
2975,1-.alpha.-(1-Aminoethyl)-m-hydroxybenzyl alcohol,4087
2976,F512077,4087
2977,L001281,4087
2978,Q4847848,4087
2979,(-)-.alpha.-(1-Aminoethyl)-m-hydroxybenzyl alcohol,4087
2980,F2173-0939,4087
2981,"Benzyl alcohol, .alpha.-(1-aminoethyl)-m-hydroxy-, (-)-",4087
2982,"Benzenemethanol, .alpha.-(1-aminoethyl)-3-hydroxy-, (R-(R*,S*))-",4087
2983,20890-83-9,4087
2984,"1,6-Dibromo-1,6-dideoxyhexitol",4208
2985,DTXSID3048158,4208
2986,688007-15-0,4208
2987,RefChem:1053499,4208
2988,DTXCID3028134,4208
2989,"1,6-dibromohexane-2,3,4,5-tetrol",4208
2990,NSC616232,4208
2991,WLN: E1YQYQYQYQ1E,4208
2992,Dibromannitol,4208
2993,35827-62-4,4208
2994,DBD,4208
2995,Dibromogalactitol,4208
2996,D-Dibromomannitol,4208
2997,R 54,4208
2998,"1,6-Dideoxygalactitol",4208
2999,"1,6-D-didesoxymannitol",4208
3000,"1,6-dideoxy-D-galactitol",4208
3001,SCHEMBL8456,4208
3002,CHEMBL161657,4208
3003,"1,6-Dibromo-1,6-dideoxy-D-galactitol;1,6-Dibromo-1,6-dideoxy-D-galactitol",4208
3004,"Allitol,6-dibromo-1,6-dideoxy-",4208
3005,HMS3369A10,4208
3006,"D-Allitol,6-dibromo-1,6-dideoxy-",4208
3007,"Galactitol,6-dibromo-1,6-dideoxy-",4208
3008,"D-Mannitol,6-dibromo-1,6-dideoxy-",4208
3009,NSC140389,4208
3010,NSC240600,4208
3011,AKOS040758953,4208
3012,NSC-140389,4208
3013,NSC-240600,4208
3014,NSC-616232,4208
3015,"Mannitol,6-dibromo-1,6-dideoxy-, D-",4208
3016,NCI60_000115,4208
3017,NCI60_005034,4208
3018,DB-051580,4208
3019,Q3859447,4208
3020,Vinylidene fluoride,6369
3021,"1,1-Difluoroethylene",6369
3022,"1,1-DIFLUOROETHENE",6369
3023,75-38-7,6369
3024,Vinylidene difluoride,6369
3025,"Ethene, 1,1-difluoro-",6369
3026,"Ethylene, 1,1-difluoro-",6369
3027,Genetron 1132a,6369
3028,Halocarbon 1132A,6369
3029,NCI-C60208,6369
3030,NCI-C60204,6369
3031,UN1959,6369
3032,3C1IX2905B,6369
3033,DTXSID3021439,6369
3034,"Difluoro-1,1-ethylene",6369
3035,RefChem:6353,6369
3036,DTXCID401439,6369
3037,R1132a,6369
3038,200-867-7,6369
3039,MFCD00000448,6369
3040,VDF,6369
3041,MFCD00084470,6369
3042,Poly(vinylidene fluoride) PVDF,6369
3043,CCRIS 6744,6369
3044,HSDB 5206,6369
3045,PVF2,6369
3046,EINECS 200-867-7,6369
3047,Dalvor,6369
3048,Dulite,6369
3049,fluorovinylidene,6369
3050,Vidar,6369
3051,UNII-3C1IX2905B,6369
3052,Ftoroplast 2,6369
3053,Fluorolon 2,6369
3054,Ftorlon 2,6369
3055,Foraflon 50,6369
3056,Kynar 51,6369
3057,Kynar 200,6369
3058,Kynar 202,6369
3059,Kynar 300,6369
3060,Kynar 301,6369
3061,Kynar 450,6369
3062,Kynar 460,6369
3063,Kynar 500,6369
3064,Kynar 821,6369
3065,Kynar 901,6369
3066,SCHEMBL55,6369
3067,Norflurane EP Impurity Jj,6369
3068,EC 200-867-7,6369
3069,CH2=CF2,6369
3070,"1,1-Difluoro-ethenhomopolymer",6369
3071,SCHEMBL243233,6369
3072,SCHEMBL259316,6369
3073,SCHEMBL261793,6369
3074,CHEMBL116020,6369
3075,VF 2,6369
3076,FC 1132a,6369
3077,BQCIDUSAKPWEOX-UHFFFAOYSA-,6369
3078,CHEBI:82550,6369
3079,"1,1-Difluoroethylene, >=99%",6369
3080,Poly(vinylidene fluoride) (PVDF),6369
3081,REFRIGERANT GAS R 1132A,6369
3082,VINYLIDENE FLUORIDE [IARC],6369
3083,VW 12,6369
3084,"1,1-DIFLUOROETHENE [HSDB]",6369
3085,NSC267683,6369
3086,TL 450,6369
3087,"1,1-Difluoroethylene (FC-1132a)",6369
3088,AKOS015852551,6369
3089,KF 1000,6369
