,name,cid
3817,ETHYL THIOCYANATE [HSDB],10968
3818,NSC8827,10968
3819,GEO-03405,10968
3820,AKOS015897514,10968
3821,DB-052531,10968
3822,NS00033030,10968
3823,T0200,10968
3824,D92318,10968
3825,EN300-315937,10968
3826,A830085,10968
3827,"InChI=1/C3H5NS/c1-2-5-3-4/h2H2,1H",10968
3828,Q5404512,10968
3829,"THIOCYANIC ACID, ETHYL ESTER   ETHANE,1-THIOCYANO",10968
3830,2-METHYL-3-PENTANONE,11265
3831,565-69-5,11265
3832,2-Methylpentan-3-one,11265
3833,Ethyl isopropyl ketone,11265
3834,"3-Pentanone, 2-methyl-",11265
3835,4-Methyl-3-pentanone,11265
3836,Isopropyl ethyl ketone,11265
3837,2-Methyl-3-pentanal,11265
3838,iso-C3H7COC2H5,11265
3839,MFCD00009314,11265
3840,0R392X5X26,11265
3841,UNII-0R392X5X26,11265
3842,EINECS 209-288-4,11265
3843,2-methyl-pentan-3-one,11265
3844,SCHEMBL43655,11265
3845,SCHEMBL125411,11265
3846,"2-Methyl-3-pentanone, 97%",11265
3847,SCHEMBL1473173,11265
3848,SCHEMBL2045366,11265
3849,SCHEMBL2689580,11265
3850,SCHEMBL2784326,11265
3851,SCHEMBL8717219,11265
3852,SCHEMBL9021260,11265
3853,SCHEMBL9021400,11265
3854,DTXSID2073196,11265
3855,CHEBI:89215,11265
3856,AKOS009031606,11265
3857,EBC-627169,11265
3858,BS-28922,11265
3859,PD124176,11265
3860,DB-052939,11265
3861,M1249,11265
3862,NS00022391,11265
3863,EN300-19777,11265
3864,"2-Methyl-3-pentanone, purum, >=99.0% (GC)",11265
3865,F386812,11265
3866,Q5404456,11265
3867,"InChI=1/C6H12O/c1-4-6(7)5(2)3/h5H,4H2,1-3H",11265
3868,"('2-methylbut-2-enedioic acid', '874')",874
3869,"('2,4-dinitrophenol', '1493')",1493
3870,"('2,6-dichlorobenzonitrile', '3031')",3031
3871,"('N,N-dimethyl-7H-purin-6-amine', '3134')",3134
3872,"('3-isocyanatoprop-1-ene', '15123')",15123
3873,"('1,3-dichloronaphthalene', '16618')",16618
3874,"('prop-2-enyl 3-methylbutanoate', '17816')",17816
3875,"('N-ethyl-4-nitroaniline', '19318')",19318
3876,"('N-(2-aminoethyl)-4-chlorobenzamide', '4289')",4289
3877,"('methyl-[6-[methyl-[nitroso(oxido)amino]amino]hexyl]azanium', '4524')",4524
3878,"('tris(aziridin-1-yl)-sulfanylidene-lambda5-phosphane', '5453')",5453
3879,"('2,4,6-trichlorophenol', '6914')",6914
3880,"('1,2-xylene', '7237')",7237
3881,"('4-ethoxybutan-1-ol', '8131')",8131
3882,"('1-chloroheptane', '12371')",12371
3883,"('2,2-dimethylheptane', '14062')",14062
3884,"('1,2,3,5-tetrafluorobenzene', '16910')",16910
3885,"('4-phenoxypiperidine', '18878')",18878
3886,"('(2-methoxy-6-methoxycarbonylphenyl)-methylazanium chloride', '21367')",21367
3887,"('cyanomethylazanium;sulfate', '21628')",21628
3888,"('4-chloro-6-methyl-N-phenyl-1,3,5-triazin-2-amine', '22373')",22373
3889,"('hexyl 2-hydroxybenzoate', '22629')",22629
3890,"('4-methoxy-6-prop-2-enyl-1,3-benzodioxole', '4276')",4276
3891,"('2-amino-1-cyclohexyl-6-methylheptane-3,4-diol', '4710')",4710
3892,"('2,2,2-tribromoacetate', '6414')",6414
3893,"('2-hydroxyethyl(trimethyl)azanium;(2R,3R)-2,3,4-trihydroxy-4-oxobutanoate', '6900')",6900
3894,"('2,4-dimethylaniline', '7250')",7250
3895,"('5-undecyloxolan-2-one', '7785')",7785
3896,"('2,2-bis(hydroxymethyl)propane-1,3-diol', '8285')",8285
3897,"('3-(4-chlorophenyl)-1,1-dimethylurea', '8800')",8800
3898,"('3,7-dimethylocta-2,6-dienal', '8843')",8843
3899,"('4-bromobenzoic acid', '11464')",11464
3900,"('1-bromo-4-nitrobenzene', '11466')",11466
3901,"('ethanesulfonic acid', '11668')",11668
3902,"('2,2-dimethylpropanedioic acid', '11686')",11686
3903,"('thiolan-2-one', '13852')",13852
3904,"('2,5-dichlorophenol', '66')",66
3905,"('2-amino-4-oxopentanoic acid', '423')",423
3906,"('2-hydroxy-4-oxopentanedioic acid', '599')",599
3907,"('nitroxyl', '945')",945
3908,"('1-aminocyclobutane-1,3-dicarboxylic acid', '1214')",1214
3909,"('adamantan-1-amine', '2130')",2130
3910,"('2,3,4,5-tetrahydroxypentyl dihydrogen phosphate', '2219')",2219
3911,"('(3-methyloxiran-2-yl)-dioxido-oxo-lambda5-phosphane', '3421')",3421
3912,"('2-[1-(aminomethyl)cyclohexyl]acetic acid', '3446')",3446
3913,"('1H-indol-3-ylmethanol', '3712')",3712
3914,"('3-(2-amino-1-hydroxypropyl)phenol', '4087')",4087
3915,"('1,6-dibromohexane-2,3,4,5-tetrol', '4208')",4208
3916,"('1,1-difluoroethene', '6369')",6369
3917,"('2-chlorobenzaldehyde', '6996')",6996
3918,"('4-ethylmorpholine', '7525')",7525
3919,"('3-methylbutyl 2-phenylacetate', '7600')",7600
3920,"('N,N-dimethyl-1-phenylmethanamine', '7681')",7681
3921,"('2,5-dimethylpiperazine', '7816')",7816
3922,"('1-methoxy-2-[2-(2-methoxyethoxy)ethoxy]ethane', '8189')",8189
3923,"('2-phenylethyl 3-methylbutanoate', '8792')",8792
3924,"('[2-(3,4-dihydroxyphenyl)-2-hydroxyethyl]-methylazanium chloride', '9489')",9489
3925,"('bromo-dichloro-fluoromethane', '9624')",9624
3926,"('2-fluoro-N-(2-methylpropyl)acetamide', '9733')",9733
3927,"('4-fluorobutan-1-ol', '9755')",9755
3928,"('5-pentylbenzene-1,3-diol', '10377')",10377
3929,"('4-(aminomethyl)-5-(hydroxymethyl)-2-methylpyridin-3-ol;dihydrochloride', '10664')",10664
3930,"('ethyl thiocyanate', '10968')",10968
3931,"('2-methylpentan-3-one', '11265')",11265
